axis_label,CD8_T_cells,Cytolytic_activity,M1_macrophages,M2_macrophages,NK_cells,Stromal_like,Th17_like,Th1_like,Tregs
SCFA,0.140503466185301,0.209577451864874,0.0423222074200433,0.00759334931000951,0.108322356982676,-0.241398470236064,0.215507234411951,0.101576641582741,0.0167706368892735
Polyamine,0.0361596048436001,0.0739954257681383,-0.040723157363089,-0.127780118564028,-0.0477711085170217,-0.174055885879305,0.00314675114060948,0.0167605796446293,-0.150403009086124
Ferroptosis,0.291582410242008,0.352414276569821,0.34688227360086,0.369212933772137,0.289362765980748,0.0860842338304196,0.0918956104663257,0.277107806015969,0.270193554006043
Tryptophan,0.586603957499847,0.57225994192978,0.78021778859594,0.803189209302277,0.69527642583151394,0.372939453961602,-0.0591734318701382,0.613988590470683,0.709595350131437
